bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
311230,Breakfast cereal manufacturing,"Grain mills, breakfast cereal",311230,"Grain mills, breakfast cereal. Breakfast cereal manufacturing",grain mills breakfast cereal breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,"Grain, breakfast cereal, manufacturing",311230,"Grain, breakfast cereal, manufacturing. Breakfast cereal manufacturing",grain breakfast cereal breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,"Granola, cereal (except bars and clusters), manufacturing",311230,"Granola, cereal (), manufacturing. Breakfast manufacturing",granola cereal  breakfast,0.801929321410241
311230,Breakfast cereal manufacturing,"Hominy grits, prepared as cereal breakfast food, manufacturing",311230,"Hominy grits, prepared as cereal breakfast food, manufacturing. Breakfast manufacturing",hominy grits prepared cereal breakfast food breakfast,0.801929321410241
311230,Breakfast cereal manufacturing,"Infant cereals, dry, manufacturing",311230,"Infant cereals, dry, manufacturing. Breakfast cereal manufacturing",infant cereals dry breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,Instant hot cereals manufacturing,311230,Instant hot cereals manufacturing. Breakfast cereal manufacturing,instant hot cereal breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,Mix grain breakfast manufacturing,311230,Mix grain breakfast manufacturing. Breakfast cereal manufacturing,mix grain breakfast breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,"Oatmeal (i.e., cereal breakfast food) manufacturing",311230,Oatmeal () manufacturing. Breakfast cereal manufacturing,oatmeal breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,"Oats, breakfast cereal, manufacturing",311230,"Oats, breakfast cereal, manufacturing. Breakfast cereal manufacturing",oats breakfast cereal breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,"Oats, rolled (i.e., cereal breakfast food), manufacturing",311230,"Oats, rolled (), manufacturing. Breakfast cereal manufacturing",oats rolled  breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,Rice breakfast foods manufacturing,311230,Rice breakfast foods manufacturing. Breakfast cereal manufacturing,rice breakfast food breakfast cereal,0.801929321410241
311230,Breakfast cereal manufacturing,Wheat breakfast cereal manufacturing,311230,Wheat breakfast cereal manufacturing. Breakfast manufacturing,wheat breakfast cereal breakfast,0.801929321410241
311300,Sugar and confectionery product manufacturing,Blackstrap molasses made in sugarcane mill,311311,Blackstrap molasses made in sugarcane mill. Sugar and confectionery product manufacturing,blackstrap molasses made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Brown sugar made in sugarcane mill,311311,Brown sugar made in sugarcane mill. Sugar and confectionery product manufacturing,brown sugar made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cane sugar made in sugarcane mill,311311,Cane sugar made in sugarcane mill. Sugar and confectionery product manufacturing,cane sugar made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cane syrup made in sugarcane mill,311311,Cane syrup made in sugarcane mill. Sugar and confectionery product manufacturing,cane syrup made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Granulated cane sugar made from sugar cane,311311,Granulated cane sugar made from cane. Sugar and confectionery product manufacturing,granulated cane sugar made cane sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Liquid sugar made in sugarcane mill,311311,Liquid sugar made in sugarcane mill. Sugar and confectionery product manufacturing,liquid sugar made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Molasses made in sugarcane mill,311311,Molasses made in sugarcane mill. Sugar and confectionery product manufacturing,molasses made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Molasses, blackstrap, made in sugarcane mill",311311,"Molasses, blackstrap, made in sugarcane mill. Sugar and confectionery product manufacturing",molasses blackstrap made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, clarified, granulated, and raw, made in sugarcane mill",311311,"Sugar, clarified, granulated, and raw, made in sugarcane mill. Sugar confectionery product manufacturing",sugar clarified granulated raw made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, confectionery, made in sugarcane mill",311311,"Sugar, confectionery, made in sugarcane mill. Sugar and confectionery product manufacturing",sugar confectionery made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, granulated, made in sugarcane mill",311311,"Sugar, granulated, made in sugarcane mill. Sugar and confectionery product manufacturing",sugar granulated made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, invert, made in sugarcane mill",311311,"Sugar, invert, made in sugarcane mill. Sugar and confectionery product manufacturing",sugar invert made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, raw, made in sugarcane mill",311311,"Sugar, raw, made in sugarcane mill. Sugar and confectionery product manufacturing",sugar raw made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Sugarcane mills,311311,Sugarcane mills. Sugar and confectionery product manufacturing,sugarcane mills sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Sugarcane refining,311311,Sugarcane refining. Sugar and confectionery product manufacturing,sugarcane refining sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Syrup, cane, made in sugarcane mill",311311,"Syrup, cane, made in sugarcane mill. Sugar and confectionery product manufacturing",syrup cane made sugarcane mill sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Blackstrap invert made from purchased raw cane sugar,311312,Blackstrap invert made from purchased raw cane sugar. Sugar and confectionery product manufacturing,blackstrap invert made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Brown sugar made from purchased raw cane sugar,311312,Brown sugar made from purchased raw cane sugar. Sugar and confectionery product manufacturing,brown sugar made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cane sugar made from purchased raw cane sugar,311312,Cane sugar made from purchased raw cane sugar. Sugar and confectionery product manufacturing,cane sugar made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cane syrup made from purchased raw cane sugar,311312,Cane syrup made from purchased raw cane sugar. Sugar and confectionery product manufacturing,cane syrup made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Confectioner's powdered sugar made from purchased raw cane sugar,311312,Confectioner's powdered sugar made from purchased raw cane sugar. Sugar and confectionery product manufacturing,confectioner s powdered sugar made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Granulated cane sugar made from purchased raw cane sugar,311312,Granulated cane sugar made from purchased raw sugar. Sugar and confectionery product manufacturing,granulated cane sugar made purchased raw sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Invert sugar made from purchased raw cane sugar,311312,Invert sugar made from purchased raw cane sugar. Sugar and confectionery product manufacturing,invert sugar made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Liquid sugar made from purchased raw cane sugar,311312,Liquid sugar made from purchased raw cane sugar. Sugar and confectionery product manufacturing,liquid sugar made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Molasses made from purchased  raw cane sugar,311312,Molasses made from purchased raw cane sugar. Sugar and confectionery product manufacturing,molasses made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Molasses, blackstrap, made from purchased raw cane sugar",311312,"Molasses, blackstrap, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",molasses blackstrap made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, cane, made from purchased raw cane sugar",311312,"Sugar, cane, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",sugar cane made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, confectionery, made from purchased raw cane sugar",311312,"Sugar, confectionery, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",sugar confectionery made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, granulated, made from purchased raw cane sugar",311312,"Sugar, granulated, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",sugar granulated made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, invert, made from purchased raw cane sugar",311312,"Sugar, invert, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",sugar invert made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, refined, made from purchased raw cane sugar",311312,"Sugar, refined, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",sugar refined made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Syrup, cane, made from purchased raw cane sugar",311312,"Syrup, cane, made from purchased raw cane sugar. Sugar and confectionery product manufacturing",syrup cane made purchased raw cane sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Beet pulp, dried, manufacturing",311313,"Beet pulp, dried, manufacturing. Sugar and confectionery product manufacturing",beet pulp dried sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Beet sugar refining,311313,Beet sugar refining. Sugar and confectionery product manufacturing,beet sugar refining sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Brown beet sugar refining,311313,Brown beet sugar refining. Sugar and confectionery product manufacturing,brown beet sugar refining sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Brown sugar made from beet sugar,311313,Brown sugar made from beet sugar. Sugar and confectionery product manufacturing,brown sugar made beet sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Confectioner's beet sugar manufacturing,311313,Confectioner's beet sugar manufacturing. Sugar and confectionery product manufacturing,confectioner s beet sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Granulated beet sugar manufacturing,311313,Granulated beet sugar manufacturing. Sugar and confectionery product manufacturing,granulated beet sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Liquid beet syrup manufacturing,311313,Liquid beet syrup manufacturing. Sugar and confectionery product manufacturing,liquid beet syrup sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Liquid sugar made from beet sugar,311313,Liquid sugar made from beet sugar. Sugar and confectionery product manufacturing,liquid sugar made beet sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Molasses made from sugar beets,311313,Molasses made from sugar beets. Sugar and confectionery product manufacturing,molasses made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Raw beet sugar manufacturing,311313,Raw beet sugar manufacturing. Sugar and confectionery product manufacturing,raw beet sugar sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, confectionery, made from sugar beets",311313,"Sugar, confectionery, made from sugar beets. Sugar and confectionery product manufacturing",sugar confectionery made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, granulated, made from sugar beets",311313,"Sugar, granulated, made from sugar beets. Sugar and confectionery product manufacturing",sugar granulated made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, invert, made from sugar beets",311313,"Sugar, invert, made from sugar beets. Sugar and confectionery product manufacturing",sugar invert made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Sugar, liquid, made from sugar beets",311313,"Sugar, liquid, made from sugar beets. Sugar and confectionery product manufacturing",sugar liquid made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Syrup made from sugar beets,311313,Syrup made from sugar beets. Sugar and confectionery product manufacturing,syrup made sugar beets sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Baking chocolate made from cacao beans,311320,Baking chocolate made from cacao beans. Sugar and confectionery product manufacturing,baking chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Candy bars, chocolate (including chocolate covered), made from cacao beans",311320,"Candy bars, chocolate (), made from cacao beans. Sugar and confectionery product manufacturing",candy bars chocolate  made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Candy, chocolate, made from cacao beans",311320,"Candy, chocolate, made from cacao beans. Sugar and confectionery product manufacturing",candy chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Chocolate (e.g.,  coatings, instant, liquor, syrups) made from cacao beans",311320,Chocolate () made from cacao beans. Sugar and confectionery product manufacturing,chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chocolate bars made from cocoa beans,311320,Chocolate bars made from cocoa beans. Sugar and confectionery product manufacturing,chocolate bar made cocoa beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Chocolate, confectionery, made from cacao beans",311320,"Chocolate, confectionery, made from cacao beans. Sugar and confectionery product manufacturing",chocolate confectionery made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Coatings, chocolate, made from cacao beans",311320,"Coatings, chocolate, made from cacao beans. Sugar and confectionery product manufacturing",coatings chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Cocoa (e.g., instant, mix, mixed with other ingredients, powder drink, powdered) made from cacao beans",311320,Cocoa () made from cacao beans. Sugar and confectionery product manufacturing,cocoa made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cocoa butter made from cocoa beans,311320,Cocoa butter made from cocoa beans. Sugar and confectionery product manufacturing,cocoa butter made cocoa beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Confectionery chocolate made from cacao beans,311320,Confectionery chocolate made from cacao beans. Sugar and confectionery product manufacturing,confectionery chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cooking chocolate made from cacao beans,311320,Cooking chocolate made from cacao beans. Sugar and confectionery product manufacturing,cooking chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Drink powdered mixes, cocoa, made from cacao",311320,"Drink powdered mixes, cocoa, made from cacao. Sugar and confectionery product manufacturing",drink powdered mixes cocoa made cacao sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Fudge, chocolate, made from cacao beans",311320,"Fudge, chocolate, made from cacao beans. Sugar and confectionery product manufacturing",fudge chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Granola bars and clusters, chocolate, made from cacao beans",311320,"Granola bars and clusters, chocolate, made from cacao beans. Sugar confectionery product manufacturing",granola bar clusters chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Liquor, chocolate, made from cacao beans",311320,"Liquor, chocolate, made from cacao beans. Sugar and confectionery product manufacturing",liquor chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Nuts, chocolate covered, made from cacao beans",311320,"Nuts, chocolate covered, made from cacao beans. Sugar and confectionery product manufacturing",nuts chocolate covered made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Syrup, chocolate, made from cacao beans",311320,"Syrup, chocolate, made from cacao beans. Sugar and confectionery product manufacturing",syrup chocolate made cacao beans sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Baking chocolate made from purchased chocolate,311330,Baking chocolate made from purchased chocolate. Sugar and confectionery product manufacturing,baking chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Candy stores, chocolate, candy made on premises not for immediate consumption",311330,"Candy stores, chocolate, candy made on premises not for immediate consumption. Sugar and confectionery product manufacturing",candy stores chocolate candy made premise immediate consumption sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Chocolate (coating, instant, liquor, syrups) made from purchased chocolate",311330,Chocolate () made from purchased chocolate. Sugar and confectionery product manufacturing,chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chocolate coatings and syrups made from purchased chocolate,311330,Chocolate coatings and syrups made from purchased chocolate. Sugar confectionery product manufacturing,chocolate coating syrup made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chocolate covered candy bars made from purchased chocolate,311330,Chocolate covered candy bars made from purchased chocolate. Sugar and confectionery product manufacturing,chocolate covered candy bar made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chocolate covered granola bars made from purchased chocolate,311330,Chocolate covered granola bars made from purchased chocolate. Sugar and confectionery product manufacturing,chocolate covered granola bar made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Cocoa, powdered drink, prepared, made from purchased chocolate",311330,"Cocoa, powdered drink, prepared, made from purchased chocolate. Sugar and confectionery product manufacturing",cocoa powdered drink prepared made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Cocoa, powdered, made from purchased chocolate",311330,"Cocoa, powdered, made from purchased chocolate. Sugar and confectionery product manufacturing",cocoa powdered made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Cocoa, powdered, mixed with other ingredients, made from purchased chocolate",311330,"Cocoa, powdered, mixed with other ingredients, made from purchased chocolate. Sugar and confectionery product manufacturing",cocoa powdered mixed ingredients made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Drink powdered mixes, cocoa, made from purchased cocoa",311330,"Drink powdered mixes, cocoa, made from purchased cocoa. Sugar and confectionery product manufacturing",drink powdered mixes cocoa made purchased cocoa sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Fudge, chocolate, made from purchased chocolate",311330,"Fudge, chocolate, made from purchased chocolate. Sugar and confectionery product manufacturing",fudge chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Granola bars and clusters, chocolate, made from purchased chocolate",311330,"Granola bars and clusters, chocolate, made from purchased chocolate. Sugar confectionery product manufacturing",granola bar clusters chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Liquor, chocolate, made from purchased chocolate",311330,"Liquor, chocolate, made from purchased chocolate. Sugar and confectionery product manufacturing",liquor chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Nuts, chocolate covered, made from purchased chocolate",311330,"Nuts, chocolate covered, made from purchased chocolate. Sugar and confectionery product manufacturing",nuts chocolate covered made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Syrup, chocolate, made from purchased chocolate",311330,"Syrup, chocolate, made from purchased chocolate. Sugar and confectionery product manufacturing",syrup chocolate made purchased chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Breakfast bars, nonchocolate covered, manufacturing",311340,"Breakfast bars, nonchocolate covered, manufacturing. Sugar and confectionery product manufacturing",breakfast bars nonchocolate covered sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Cake ornaments, confectionery, manufacturing",311340,"Cake ornaments, confectionery, manufacturing. Sugar and confectionery product manufacturing",cake ornaments confectionery sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Candied fruits and fruit peel manufacturing,311340,Candied fruits and fruit peel manufacturing. Sugar confectionery product manufacturing,candied fruit fruit peel sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Candy bars, nonchocolate, manufacturing",311340,"Candy bars, nonchocolate, manufacturing. Sugar and confectionery product manufacturing",candy bars nonchocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Candy stores, nonchocolate, candy made on premises, not for immediate consumption",311340,"Candy stores, nonchocolate, candy made on premises, not for immediate consumption. Sugar and confectionery product manufacturing",candy stores nonchocolate candy made premises immediate consumption sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chewing gum base manufacturing,311340,Chewing gum base manufacturing. Sugar and confectionery product manufacturing,chewing gum base sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Chewing gum manufacturing,311340,Chewing gum manufacturing. Sugar and confectionery product manufacturing,chewing gum sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Confectionery, nonchocolate, manufacturing",311340,"Confectionery, nonchocolate, manufacturing. Sugar and confectionery product manufacturing",confectionery nonchocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Corn confections manufacturing,311340,Corn confections manufacturing. Sugar and confectionery product manufacturing,corn confection sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Cough drops (except medicated) manufacturing,311340,Cough drops () manufacturing. Sugar and confectionery product manufacturing,cough drop sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Crystallized fruits and fruit peel manufacturing,311340,Crystallized fruits and fruit peel manufacturing. Sugar confectionery product manufacturing,crystallized fruit fruit peel sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Dates, sugared and stuffed, manufacturing",311340,"Dates, sugared and stuffed, manufacturing. Sugar confectionery product manufacturing",dates sugared stuffed sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Fruit peel products (e.g., candied, crystallized, glace, glazed) manufacturing",311340,Fruit peel products () manufacturing. Sugar and confectionery product manufacturing,fruit peel product sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Fruits (e.g., candied, crystallized, glazed) manufacturing",311340,Fruits () manufacturing. Sugar and confectionery product manufacturing,fruit sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Fudge, nonchocolate, manufacturing",311340,"Fudge, nonchocolate, manufacturing. Sugar and confectionery product manufacturing",fudge nonchocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Granola bars and clusters, nonchocolate, manufacturing",311340,"Granola bars and clusters, nonchocolate, manufacturing. Sugar confectionery product manufacturing",granola bar clusters nonchocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Gum, chewing, manufacturing",311340,"Gum, chewing, manufacturing. Sugar and confectionery product manufacturing",gum chewing sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Halvah manufacturing,311340,Halvah manufacturing. Sugar and confectionery product manufacturing,halvah sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Hard candies manufacturing,311340,Hard candies manufacturing. Sugar and confectionery product manufacturing,hard candy sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Jelly candies manufacturing,311340,Jelly candies manufacturing. Sugar and confectionery product manufacturing,jelly candy sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Licorice candy manufacturing,311340,Licorice candy manufacturing. Sugar and confectionery product manufacturing,licorice candy sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Lozenges, nonmedicated, candy, manufacturing",311340,"Lozenges, nonmedicated, candy, manufacturing. Sugar and confectionery product manufacturing",lozenges nonmedicated candy sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Marshmallow creme manufacturing,311340,Marshmallow creme manufacturing. Sugar and confectionery product manufacturing,marshmallow creme sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Marshmallows manufacturing,311340,Marshmallows manufacturing. Sugar and confectionery product manufacturing,marshmallow sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Marzipan (i.e., candy) manufacturing",311340,Marzipan () manufacturing. Sugar and confectionery product manufacturing,marzipan sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Nuts, covered (except chocolate covered), manufacturing",311340,"Nuts, covered (), manufacturing. Sugar and confectionery product manufacturing",nuts covered  sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Popcorn balls manufacturing,311340,Popcorn balls manufacturing. Sugar and confectionery product manufacturing,popcorn ball sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,"Popcorn, candy covered popped, manufacturing",311340,"Popcorn, candy covered popped, manufacturing. Sugar and confectionery product manufacturing",popcorn candy covered popped sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Synthetic chocolate manufacturing,311340,Synthetic chocolate manufacturing. Sugar and confectionery product manufacturing,synthetic chocolate sugar confectionery product,0.7466722557876107
311300,Sugar and confectionery product manufacturing,Toffee manufacturing,311340,Toffee manufacturing. Sugar and confectionery product manufacturing,toffee sugar confectionery product,0.7466722557876107
311410,Frozen food manufacturing,Blast freezing on a contract basis,311411,Blast freezing on a contract basis. Frozen food manufacturing,blast freezing contract basis frozen food,1.142940040019307
311410,Frozen food manufacturing,"Citrus pulp, frozen, manufacturing",311411,"Citrus pulp, frozen, manufacturing. Frozen food manufacturing",citrus pulp frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Concentrates, frozen fruit juice, manufacturing",311411,"Concentrates, frozen fruit juice, manufacturing. Frozen food manufacturing",concentrates frozen fruit juice frozen food,1.142940040019307
311410,Frozen food manufacturing,"French fries, frozen, pre-cooked, manufacturing",311411,"French fries, frozen, pre-cooked, manufacturing. Frozen food manufacturing",french fries frozen pre cooked frozen food,1.142940040019307
311410,Frozen food manufacturing,"Frozen ades, drinks and cocktail mixes, manufacturing",311411,"Frozen ades, drinks and cocktail mixes, manufacturing. food manufacturing",frozen ades drink cocktail mixes food,1.142940040019307
311410,Frozen food manufacturing,Frozen citrus pulp manufacturing,311411,Frozen citrus pulp manufacturing. food manufacturing,frozen citrus pulp food,1.142940040019307
311410,Frozen food manufacturing,Frozen fruit and vegetable processing,311411,Frozen fruit and vegetable processing. food manufacturing,frozen fruit vegetable processing food,1.142940040019307
311410,Frozen food manufacturing,"Frozen fruits, fruit juices, and vegetables, manufacturing",311411,"Frozen fruits, fruit juices, and vegetables, manufacturing. food manufacturing",frozen fruits fruit juices vegetables food,1.142940040019307
311410,Frozen food manufacturing,"Fruit juice concentrates, frozen, manufacturing",311411,"Fruit juice concentrates, frozen, manufacturing. Frozen food manufacturing",fruit juice concentrates frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Fruits, frozen, manufacturing",311411,"Fruits, frozen, manufacturing. Frozen food manufacturing",fruits frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Juices, fruit or vegetable concentrates, frozen, manufacturing",311411,"Juices, fruit or vegetable concentrates, frozen, manufacturing. Frozen food manufacturing",juices fruit vegetable concentrates frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Juices, fruit or vegetable, frozen, manufacturing",311411,"Juices, fruit or vegetable, frozen, manufacturing. Frozen food manufacturing",juices fruit vegetable frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Vegetable juice concentrates, frozen, manufacturing",311411,"Vegetable juice concentrates, frozen, manufacturing. Frozen food manufacturing",vegetable juice concentrates frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Vegetables, frozen, manufacturing",311411,"Vegetables, frozen, manufacturing. Frozen food manufacturing",vegetables frozen frozen food,1.142940040019307
